steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,release_date,additional_content,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD)
1148190,Signed and Sealed With a Kiss - Adult Patch,['Reine Works'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0.0,0,"['windows', 'mac', 'linux']",True,2019-08-28,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1148180,Stellar Monarch: The Age of Technology,['Silver Lemur Games'],['Silver Lemur Games'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",0.0,0,['windows'],True,2019-12-09,[],9,9,0,0,9 user reviews,100.0,0,False,9.99
1148022,Cities: Skylines - Content Creator Pack: Modern Japan,['Ryuichi Kaminogi'],['Paradox Interactive'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2020-03-26,[],78,47,31,5,Mixed,60.3,0,False,4.99
1148021,Cities: Skylines - Downtown Radio,['Colossal Order Ltd.'],['Paradox Interactive'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2019-11-07,[],18,14,4,6,Mostly Positive,77.8,0,False,3.99
1148020,Cities: Skylines - Content Creator Pack: Modern City Center,['Jason “AmiPolizeiFunk” Ditmars'],['Paradox Interactive'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2019-11-07,[],80,56,24,6,Mostly Positive,70.0,0,False,4.99
1148820,Soul room - Dungeons,['Gem candy works'],['Gem candy works'],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",0.0,0,['windows'],True,2019-08-27,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1148640,Farstorm: Hoshi Character Expansion,['CG Creations'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",0.0,0,['windows'],True,2019-09-18,[],1,1,0,0,1 user reviews,100.0,0,False,2.99
1149270,IMMURE: Part Two,['Wither Studios'],['Wither Studios'],"['Single-player', 'Downloadable Content', 'Full controller support']",['Indie'],0.0,0,"['windows', 'mac', 'linux']",True,2020-12-17,[],5,5,0,0,5 user reviews,100.0,0,False,4.99
1149130,Hentai Crazy Girls - Artbook 18+,['Kotovodk Studio'],['Kotovodk Studio'],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Casual', 'Indie']",0.0,0,['windows'],True,2019-09-06 00:00:00,[],1,0,1,0,1 user reviews,0.0,0,False,0.99
1148950,Hot Takes (Script Code),[],[],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Casual', 'Indie']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1149760,Project Hospital - Doctor Mode,['Oxymoron Games'],['Oxymoron Games'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2019-11-26 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1149720,Bus Simulator 18 - Setra Bus Pack 1,['stillalive studios'],['astragon Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",['Simulation'],,0,['windows'],True,2020-07-22 00:00:00,[],8,7,1,0,8 user reviews,87.5,0,False,5.99
1149650,Siberian Dawn Mission Pack 2,['Winterflood'],['Winterflood'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Family Sharing']",['Strategy'],0.0,0,['windows'],True,2019-12-13 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1149640,RimWorld - Royalty,['Ludeon Studios'],[],"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",0.0,0,"['windows', 'mac', 'linux']",True,2020-02-24 00:00:00,[],1406,1199,207,8,Very Positive,85.3,0,False,19.99
1149540,符文女孩/Rune Girl - Summer Memories/仲夏回忆,['AFOG'],['DSGame'],"['Single-player', 'Downloadable Content', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",0.0,0,['windows'],True,2019-09-12 00:00:00,[],3,2,1,0,3 user reviews,66.7,0,False,0.99
1150190,Street Fighter V - Champion Edition Upgrade Kit,['Capcom'],['Capcom'],"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",['Action'],,0,['windows'],True,2020-02-13 00:00:00,[],95,70,25,6,Mostly Positive,73.7,0,False,19.99
1150102,Mizari Loves Company - Mimi Dakimakura,['Reine Works'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",['Indie'],0.0,0,"['windows', 'mac', 'linux']",False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1150101,Mizari Loves Company - Anja Dakimakura,['Reine Works'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",['Indie'],0.0,0,"['windows', 'mac', 'linux']",False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1150100,Mizari Loves Company - King Dakimakura,['Reine Works'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",['Indie'],0.0,0,"['windows', 'mac', 'linux']",False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1150060,Battlewake - OST,['Survios'],['Survios'],['Additional High-Quality Audio'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2019-09-09 00:00:00,[],1,0,1,0,1 user reviews,0.0,0,False,9.99
1149781,Naughty Girl 2 - Image Pack,['Hentai X'],['Hentai X'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie']",0.0,0,['windows'],True,2019-09-05 00:00:00,[],2,0,2,0,2 user reviews,0.0,0,False,4.99
1150320,Skyforge - Firestarter Collector's Edition,['Allods Team'],['MY.GAMES'],"['Single-player', 'Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Free To Play', 'Massively Multiplayer', 'RPG']",0.0,0,['windows'],True,2019-09-03 00:00:00,[],2,1,1,0,2 user reviews,50.0,0,False,34.99
1150280,Yag - Medieval Content,['Bonjourcoco'],[],"['Multi-player', 'PvP', 'Online PvP', 'Downloadable Content', 'Family Sharing']","['Indie', 'RPG']",0.0,0,['windows'],True,2019-08-29 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1150250,Automobilista - Snetterton,['Reiza Studios'],[],"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Racing', 'Simulation', 'Sports']",0.0,0,['windows'],True,2019-09-06 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,5.99
1150240,Automobilista - Donington Park,['Reiza Studios'],[],"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Racing', 'Simulation', 'Sports']",0.0,0,['windows'],True,2019-09-06 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,5.99
1150195,Street Fighter V - Champion Edition Special Color,['Capcom'],['Capcom'],"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",['Action'],,0,['windows'],True,2020-02-13 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,0.0
1151070,100% Orange Juice - Yuuki & Islay Character Pack,['Orange_Juice'],['Fruitbat Factory'],"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Indie', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2019-09-19 00:00:00,[],25,22,3,7,Positive,88.0,0,False,2.99
1150940,Unrailed! - Supporter Pack,['Indoor Astronaut'],"['Daedalic Entertainment', 'bilibili(China)']","['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-09 00:00:00,[],17,17,0,7,Positive,100.0,0,False,6.99
1150870,Love Chan - 18+ patch,['Hnew'],['Hnew'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0.0,0,['windows'],True,2019-09-27 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1150860,PUSSY 2 - ARTWORK,['Cyber Keks'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Sports']",0.0,0,['windows'],True,2019-08-31 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1150840,PUSSY 3 - ARTWORK,['Cyber Keks'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Sports']",0.0,0,['windows'],True,2019-09-02 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1150830,PUSSY - ARTWORK,['Cyber Keks'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",0.0,0,['windows'],True,2019-08-31 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1150750,Three Kingdoms: The Last Warlord - OST,['LongYou Game Studio'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",,0,['windows'],True,2019-09-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1150680,GameGuru - Military Pack,['TheGameCreators'],['TheGameCreators'],"['Single-player', 'Multi-player', 'Downloadable Content', 'Includes level editor']","['Animation & Modeling', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Game Development']",0.0,0,['windows'],True,2019-09-11 00:00:00,[],4,3,1,0,4 user reviews,75.0,0,False,29.99
1151540,Hentai Pix - 18+ Expansion,['Hnew'],['Hnew'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0.0,0,['windows'],True,2019-09-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1151480,Obligation - Donation,['朽木布可凋夜'],['JingtuStudio'],"['Single-player', 'Downloadable Content', 'Steam Cloud']",['Indie'],0.0,0,['windows'],True,2019-10-07 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1151270,The Blitzkrieg: Weapons of War - More Blitzkrieg,['Loui Eriksson'],[],"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Family Sharing']","['Action', 'Indie', 'Strategy']",0.0,0,['windows'],True,2019-11-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1151170,BATTLETECH Heavy Metal,['Harebrained Schemes'],['Paradox Interactive'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Strategy']",14.0,0,"['windows', 'mac', 'linux']",True,2019-11-21 00:00:00,[],114,80,34,6,Mostly Positive,70.2,0,False,19.99
1151970,Fantasy Grounds - Ddraig Goch's Samhain Pack 3 (Token Pack),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,5.99
1151950,Fantasy Grounds - D&D Classics: FRC2 Curse of the Azure Bonds (1E) (2E),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",,0,"['windows', 'mac']",True,2019-11-19 00:00:00,[],1,0,1,0,1 user reviews,0.0,0,False,9.99
1151910,Fantasy Grounds - Starfinder RPG - Attack of the Swarm AP 1: Fate of the Fifth (SFRPG),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-10 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,22.99
1151820,Fantasy Grounds - Pathfinder RPG - Ultimate Combat (PFRPG),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,44.99
1151730,SONG OF HORROR - Episode 2,['Protocol Games'],['🚀 Raiser Games'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],14.0,0,['windows'],True,2019-10-31 00:00:00,[],10,6,4,5,Mixed,60.0,78,False,7.99
1152520,Fantasy Grounds - Devin Night Token Pack 112: Heroic Characters 23 (Token Pack),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1153021,Airi's Adventure OST,['Rabbiton'],[],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",0.0,0,['windows'],True,2019-09-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1153020,Airi's Adventure Art Book,['Rabbiton'],[],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",0.0,0,['windows'],True,2019-09-13 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,3.99
1152930,Femdom Lines: Mistress Yuki,"['Zee Vital', 'Marco Marco']",[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",['Indie'],0.0,0,['windows'],True,2019-09-17 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1152700,Beat Stickman: Infinity Clones - Definitive Edition,['Mini Fun Games'],['Mini Fun Games'],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-08 00:00:00,[],4,1,3,0,4 user reviews,25.0,0,False,1.99
1153440,RPG Maker MV - TOKIWA GRAPHICS Classic Monsters Pack S No.2,['Studio Tokiwa'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-19 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1153423,RPG Maker MV - TOKIWA GRAPHICS Classic Monsters Pack S No.1,['Studio Tokiwa'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-19 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1153422,RPG Maker MV - TOKIWA GRAPHICS Battle BG No.6 Volcano/Deep Forest,['Studio Tokiwa'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-12 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1153421,RPG Maker MV - TOKIWA GRAPHICS Battle BG No.5 Training Hall/Roadway,['Studio Tokiwa'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-12 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1153420,RPG Maker MV - Futuristic Cities,['Rinober'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-05 00:00:00,[],2,2,0,0,2 user reviews,100.0,0,False,24.99
1153360,Zengeon-Grab your Summer Memory (swimwear #1),['IndieLeague Studio'],['2PGames'],"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0.0,0,"['windows', 'mac']",True,2019-09-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1153353,KurtzPel - Battlesuit Dual Sword,['KOG'],[],"['Online PvP', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0.0,0,['windows'],True,2019-09-09 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,0.0
1153352,KurtzPel - Battlesuit Undergarment,['KOG'],[],"['Online PvP', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0.0,0,['windows'],True,2019-09-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1153351,KurtzPel - Battlesuit Outfit Set,['KOG'],[],"['Online PvP', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0.0,0,['windows'],True,2019-09-09 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,0.0
1153350,KurtzPel - Battlesuit Weapon Set,['KOG'],[],"['Online PvP', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0.0,0,['windows'],True,2019-09-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1153310,Voice of Cards: The Isle Dragon Roars Library Desk,['Square Enix'],['Square Enix'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['RPG', 'Strategy']",0.0,0,['windows'],True,2021-10-28 00:00:00,[],3,3,0,0,3 user reviews,100.0,0,False,0.99
1153290,Hentai Fight Club Art,['Ero Team Triangle'],['Ero Team Triangle'],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Casual', 'Indie']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-06 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,5.99
1153240,Fantasy Grounds - Last Gasp (5E),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,14.99
1153230,Fantasy Grounds - Grimmsgate (5E),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,7.99
1153190,Fantasy Grounds - The Blight: Children of the Harvest (PFRPG),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2020-11-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,7.99
1153180,Fantasy Grounds - Devin Night Token Pack 113: Heroic Characters 24 (Token Pack),"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0.0,0,"['windows', 'mac']",True,2019-09-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1153050,Consummate:Greeting Card 寇莎梅特：贺图,['冷笑黑妖'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Commentary available', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0.0,0,['windows'],True,2019-09-04 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1153810,Tanks2.DE - Starter Pack,['Tanks2.DE'],['Tanks2.DE'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases']","['Action', 'Free To Play', 'Massively Multiplayer', 'Strategy']",14.0,0,"['windows', 'linux']",True,2019-11-27 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1153620,Coloring Game: Little City - No.2,['L. Stotch'],['L. Stotch'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Free To Play', 'Indie']",0.0,0,['windows'],True,2019-09-18 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,2.99
1153600,Armored Brigade Nation Pack: France - Belgium,['Veitikka Studios'],['Slitherine Ltd.'],"['Single-player', 'Downloadable Content', 'Family Sharing']","['Simulation', 'Strategy']",10.0,0,['windows'],True,2019-10-31 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,14.99
1153500,Visual Novel Maker - Silent Horror Music,['bitter sweet entertainment'],['KOMODO'],['Downloadable Content'],['Web Publishing'],0.0,0,"['windows', 'mac', 'linux']",True,2019-09-26 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,19.99
1153490,RPG Maker VX Ace - Silent Horror Music,['bitter sweet entertainment'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']","['Design & Illustration', 'Web Publishing']",0.0,0,['windows'],True,2019-09-26 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,19.99
1153443,RPG Maker MV - Fairy Town Pack,['Angel Star Studios'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-26 00:00:00,[],2,1,1,0,2 user reviews,50.0,0,False,12.99
1153442,RPG Maker MV - Silent Horror Music,['bitter sweet entertainment'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-26 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,19.99
1153441,RPG Maker MV - TOKIWA GRAPHICS Classic Monsters Pack No.3,['STUDIO TOKIWA'],['KOMODO'],"['Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']","['Design & Illustration', 'Web Publishing']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-12 00:00:00,[],1,0,1,0,1 user reviews,0.0,0,False,9.99
1154280,Morningdew Farms - Art Book,['Y Press Games'],['Y Press Games'],"['Single-player', 'Downloadable Content', 'Captions available', 'Family Sharing']",['Casual'],0.0,0,"['windows', 'mac', 'linux']",True,2019-09-17 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,5.99
1154190,Demoniaca: Everlasting Night - Amazing OST,['Demon Girl'],[' Demon Girl'],[],"['Action', 'Adventure', 'Indie']",0.0,0,"['windows', 'mac', 'linux']",True,2019-09-19 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1154130,Logistique Act. 1,['Elseware Experience'],['Elseware Experience'],"['Single-player', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK', 'Remote Play Together']","['Action', 'Adventure']",14.0,0,['windows'],True,2020-09-12 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1154060,GameGuru - Walled Garden Pack,['TheGameCreators'],['TheGameCreators'],"['Single-player', 'Multi-player', 'Downloadable Content', 'Includes level editor']","['Animation & Modeling', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Game Development']",10.0,0,['windows'],True,2019-10-17 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,29.99
1154780,Train Valley 2 - Passenger Flow,"['Alexey Davydov', 'Sergey Dvoynikov', 'Timofey Shargorodskiy']",['Flazm'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",0.0,0,"['windows', 'mac', 'linux']",True,2019-10-03 00:00:00,[],36,24,12,5,Mixed,66.7,0,False,5.99
1154770,Fernbus Simulator - MAN Lion's Coach 3rd Gen,['TML-Studios'],['TML-Studios'],"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']",['Simulation'],,0,['windows'],True,2020-08-28 00:00:00,[],6,6,0,0,6 user reviews,100.0,0,False,12.99
1154760,Total War: THREE KINGDOMS - Mandate of Heaven,"['CREATIVE ASSEMBLY', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",[],"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2020-01-16 00:00:00,[],297,198,99,5,Mixed,66.7,80,False,9.99
1154710,Herogrinder: Tactical Combat Arenas Demo,['Modern'],['Modern'],"['Single-player', 'Game demo']","['Free To Play', 'Indie', 'Simulation', 'Strategy']",0.0,0,['windows'],True,2019-09-08 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1154591,"Atelier Ryza: Ryza's Costume ""Summer Adventure!""","['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['RPG'],,0,['windows'],True,2019-10-29 00:00:00,[],21,20,1,7,Positive,95.2,0,False,2.99
