steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,release_date,additional_content,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD)
1338900,GGG Collection - Screenloopers,['GGG'],[],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']","['Action', 'Casual', 'Indie', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2020-06-22 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1338890,GGG Collection - Gubbie,['GGG'],[],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Cloud', 'Remote Play Together']","['Casual', 'Indie']",,0,"['windows', 'mac', 'linux']",True,2020-06-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1338740,General Practitioner: Emergency Procedures,['Dodo Novels'],['Dodo Novels'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",18.0,0,"['windows', 'mac', 'linux']",True,2021-11-14 00:00:00,[],2,0,2,0,2 user reviews,0.0,0,False,4.99
1338700,Brimstone Brawlers - Founder's Edition,['Ategig'],[],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support', 'Remote Play Together']","['Action', 'Casual', 'Indie']",14.0,0,['windows'],True,2020-10-14 00:00:00,[],7,7,0,0,7 user reviews,100.0,0,False,4.99
1338630,Craft The World - Heroes,['Dekovir Entertainment'],[],"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Strategy']",,0,"['windows', 'mac']",True,2020-06-22 00:00:00,[],21,13,8,5,Mixed,61.9,0,False,3.99
1338540,Don't Starve Together: Walter Deluxe Wardrobe,['Klei Entertainment'],['Klei Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",,0,"['windows', 'mac', 'linux']",True,2020-06-15 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,7.99
1339400,No Turning Back: Accessories Starter Pack,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-25 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1339012,No Turning Back: Potions Starter Pack,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-25 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1339011,No Turning Back: Armour Starter Pack,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-25 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1339010,No Turning Back: Weapons Starter Pack,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-25 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1338964,HyperBrawl Tournament - Celebration Pack 2,['Milky Tea Studios'],['Milky Tea Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Sports']",10.0,0,['windows'],True,2020-10-20 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1338963,HyperBrawl Tournament - Celebration Pack 1,['Milky Tea Studios'],['Milky Tea Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Sports']",10.0,0,['windows'],True,2020-10-20 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1338962,HyperBrawl Tournament - Warrior Founder Pack,['Milky Tea Studios'],['Milky Tea Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Sports']",10.0,0,['windows'],True,2020-10-20 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1339771,No Turning Back: Buff Potion Starter Pack,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-25 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1339770,No Turning Back: Raw Meat Starter Pack,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-25 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1339680,Fantasy Grounds - Conan: Dens of Iniquity & Streets of Terror Geomorphic Tile Set,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,12.99
1339660,Fantasy Grounds - Remarkable Shops,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-16 00:00:00,[],1,0,1,0,1 user reviews,0.0,0,False,14.99
1339520,Dark Space - Ex Machina,['Zakroutil'],['Zakroutil'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Indie']",14.0,0,['windows'],True,2020-06-05 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1339440,Megaquarium: Architect's Collection,['Twice Circled'],['Twice Circled'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2021-11-11 00:00:00,[],40,38,2,7,Positive,95.0,0,False,8.99
1340351,LET IT DIE -(Special)50 Death Metals- 017,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-06-29 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1340350,LET IT DIE -(Special)10 Death Metals- 020,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-06-29 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1340060,Fantasy Grounds - Legendary Summoners,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,8.99
1339990,Fantasy Grounds - Star Battles: Nebulae and Asteroids Space Map Pack,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1339950,Fantasy Grounds - Conan: Perilous Ruins & Forgotten Cities Geomorphic Tile Set,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,12.99
1339940,Fantasy Grounds - Conan: Forbidden Places & Pits of Horror Geomorphic Tile set,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,12.99
1339930,Fantasy Grounds - Conan: Fields of Glory & Thrilling Encounters Geomorphic Tile Set,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,12.99
1340700,Fantasy Grounds - Crystal Heart,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,19.99
1340670,Fantasy Grounds - Out of the Box: Encounters,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,24.99
1340590,PHAT STACKS - SYKAS COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Casual', 'Indie']",,0,['windows'],False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1340464,PHAT STACKS - KYRAN COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Casual', 'Indie']",,0,['windows'],False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1340463,PHAT STACKS - MEELAN COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Casual', 'Indie']",,0,['windows'],False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1340462,PHAT STACKS - PHYRO COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Casual', 'Indie']",,0,['windows'],False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1340461,PHAT STACKS - PHEERO COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Casual', 'Indie']",,0,['windows'],False,,[],0,0,0,0,No user reviews,0.0,0,False,0.0
1341531,"AUDICA - I Was Awake - ""Pre-Existing Condition""","['Harmonix Music Systems, Inc']",[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie']",,0,['windows'],True,2020-12-17 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1341530,"AUDICA - Radio Compass - ""All Stars""","['Harmonix Music Systems, Inc']",[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie']",,0,['windows'],True,2020-12-17 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1341520,Stellaris: Necroids Species Pack,['Paradox Development Studio'],['Paradox Interactive'],"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Strategy']",,0,"['windows', 'mac', 'linux']",True,2020-10-29 00:00:00,[],264,166,98,5,Mixed,62.9,0,False,9.99
1341414,PHAT STACKS 2 - SYKAS COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1341413,PHAT STACKS 2 - KYRAN COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1341412,PHAT STACKS 2 - MEELAN COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1341411,PHAT STACKS 2 - PHYRO COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1341410,PHAT STACKS 2 - PHEERO COLOUR PIGMENTS,['ColloseusX'],['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1341380,Rune The First Wanderer : OST + Artbook,"['Corners Groove Studio', '2D ROM']",['2D ROM'],[],"['Adventure', 'Casual', 'Indie', 'RPG']",0.0,0,"['windows', 'mac', 'linux']",True,2020-06-17 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,10.99
1341351,Biker Garage - Sport CR9,"['BeardedBrothers.games', 'Dev Juice']",['BeardedBrothers.games'],"['Single-player', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Racing', 'Simulation']",,0,['windows'],True,2020-06-26 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1341350,Biker Garage - Sport Z9,"['BeardedBrothers.games', 'Dev Juice']",['BeardedBrothers.games'],"['Single-player', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Racing', 'Simulation']",,0,['windows'],True,2020-06-26 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1341320,XIII - Preorder Bonus - Golden Classic Weapon Skins Pack,['PlayMagic'],['Microids'],"['Single-player', 'Downloadable Content', 'Family Sharing']",['Action'],14.0,0,['windows'],True,2020-11-10 00:00:00,[],8,3,5,0,8 user reviews,37.5,0,False,0.0
1341920,Fantasy Grounds - Mini-Dungeon Monthly #8,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1341910,Fantasy Grounds - Mini-Dungeon Monthly #7,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-06-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1341860,Sometimes Always Monsters - Author Outfits,['Vagabond Dog'],['Vagabond Dog'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG']",18.0,0,['windows'],True,2020-08-04 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,1.99
1341810,Dry Drowning - Artbook,['Studio V'],['VLG Publishing'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",14.0,0,['windows'],True,2020-06-23 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1341790,"Fantasy Grounds - Vampire: The Masquerade, The Camarilla","['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-07-14 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,43.99
1341702,Iron Harvest: - Operation Eagle DLC,['KING Art'],['Prime Matter'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Remote Play on TV', 'Family Sharing']",['Strategy'],0.0,0,['windows'],True,2021-05-27 00:00:00,[],112,82,30,6,Mostly Positive,73.2,0,False,19.99
1341701,Iron Harvest: Rusviet Revolution,['KING Art'],['Prime Matter'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing']",['Strategy'],0.0,0,['windows'],True,2020-12-17 00:00:00,[],61,33,28,5,Mixed,54.1,0,False,3.99
1341690,异界大陆20000金币,['del'],['del'],"['Single-player', 'Downloadable Content']","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",0.0,0,['windows'],True,2020-08-06 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,99.99
1342570,Caffeine: Victoria's Legacy Official Artbook,['Kikai Digital'],['Kikai Digital'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",12.0,0,"['windows', 'mac', 'linux']",True,2020-06-06 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1342190,TIGER GAME ASSETS BIG BUTTON 100,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-04 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1342160,Disgaea 4 Complete+ Digital Art Book,"['Nippon Ichi Software, Inc.']","['NIS America, Inc.']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['RPG', 'Strategy']",12.0,0,['windows'],True,2020-09-10 00:00:00,[],3,2,1,0,3 user reviews,66.7,0,False,4.99
1342883,No Turning Back: Class Unlock Pack 5,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1342882,No Turning Back: Class Unlock Pack 4,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1342881,No Turning Back: Class Unlock Pack 3,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1342880,No Turning Back: Class Unlock Pack 2,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1342870,No Turning Back: Class Unlock Pack 1,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-06-24 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1342840,OVR Advanced Settings: Large Donation,['OVRAS Team'],['OVRAS Team'],"['Downloadable Content', 'VR Supported']",['Utilities'],,0,"['windows', 'linux']",True,2020-06-04 00:00:00,[],7,7,0,0,7 user reviews,100.0,0,False,19.99
1342831,OVR Advanced Settings: Medium Donation,['OVRAS Team'],['OVRAS Team'],"['Downloadable Content', 'VR Supported']",['Utilities'],,0,"['windows', 'linux']",True,2020-06-04 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,9.99
1342830,OVR Advanced Settings: Small Donation,['OVRAS Team'],['OVRAS Team'],"['Downloadable Content', 'VR Supported']","['Free To Play', 'Indie', 'Utilities']",,0,"['windows', 'linux']",True,2020-06-04 00:00:00,[],4,4,0,0,4 user reviews,100.0,0,False,4.99
1342820,Left on Read Fan Pack,['Weston Bell-Geddes'],['Spookulele Games'],"['Single-player', 'Downloadable Content', 'Steam Achievements']","['Adventure', 'Casual', 'Free To Play', 'Indie', 'RPG', 'Simulation']",12.0,0,"['windows', 'mac']",True,2020-11-30 00:00:00,[],2,2,0,0,2 user reviews,100.0,0,False,4.99
1342760,FOS - LEGEND SKINS#2,['Enoops'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements']","['Action', 'Adventure', 'Free To Play', 'Indie', 'RPG']",,0,['windows'],True,2020-06-13 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1342720,Pirates Girls  - Artbook 18+,['IR Studio'],['IR Studio'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",18.0,0,['windows'],True,2020-06-13 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1342670,Neon Girls - Artbook 18+,['IR Studio'],['IR Studio'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",18.0,0,['windows'],True,2020-06-13 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1343500,Warhammer: Vermintide 2 - Grail Knight Career,['Fatshark'],['Fatshark'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","['Action', 'Indie']",16.0,0,['windows'],True,2020-06-23 00:00:00,[],595,429,166,6,Mostly Positive,72.1,0,False,3.99
1343490,GameGuru - Retro 80's Pack,['TheGameCreators'],['TheGameCreators'],"['Single-player', 'Multi-player', 'Downloadable Content', 'Includes level editor']","['Animation & Modeling', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Game Development']",,0,['windows'],True,2020-06-29 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,14.99
1343250,Neoverse - Cyber Punk Costume Pack,['Tinogames Inc.'],['Tinogames Inc.'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",12.0,0,"['windows', 'mac']",True,2020-06-25 00:00:00,[],3,3,0,0,3 user reviews,100.0,0,False,1.99
1343182,LET IT DIE -(Special)Express Pass- 007,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-09-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1343181,LET IT DIE -(Special)50 Death Metals- 019,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-09-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1343180,LET IT DIE -(Special)10 Death Metals- 022,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-09-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1343161,LET IT DIE -(Special)50 Death Metals- 018,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-07-29 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,9.99
1343160,LET IT DIE -(Special)10 Death Metals- 021,"['GRASSHOPPER MANUFACTURE INC.', 'SUPERTRICK  GAMES,Inc.']",['GungHo Online Entertainment America'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free To Play']",18.0,0,['windows'],True,2020-07-29 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,0.99
1344000,TIGER GAME ASSETS SMALL BUTTON 100,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-06 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
